full_name,first_name,last_name,date_birth,gender,dead_or_alive,last_degree_of_studies,contest_id
Blanca Esthela Ramirez Rico,Blanca Esthela,Ramirez Rico,0001-01-01,2,True,4,166,
Aglae Barreras Hernandez,Aglae,Barreras Hernandez,0001-01-01,2,True,4,203,
Mariana Peñuelas Mondaca,Mariana,Peñuelas Mondaca,0001-01-01,2,True,4,229,
Martha Elena Meneses Arellano,Martha Elena,Meneses Arellano,0001-01-01,2,True,4,25,
Agustin Peña Rivas,Agustin,Peña Rivas,0001-01-01,1,True,4,120,
Victor Manuel Godoy Angulo,Victor Manuel,Godoy Angulo,0001-01-01,1,True,4,166,
Eleno Flores Gamez,Eleno,Flores Gamez,0001-01-01,1,True,1,203,
Sergio Raul Esquer Peiro,Sergio Raul,Esquer Peiro,1958-04-22,1,True,6,229,
German Escobar Manjarrez,German,Escobar Manjarrez,1965-07-05,1,True,4,250,
Alfredo Villegas Arreola,Alfredo,Villegas Arreola,1951-01-12,1,True,6,270,
Leobardo Alcantara Martinez,Leobardo,Alcantara Martinez,0001-01-01,1,True,4,25,
Ana Elizabeth Ayala Leyva,Ana Elizabeth,Ayala Leyva,0001-01-01,2,True,4,120,
Jesus Fernando Garcia Hernandez,Jesus Fernando,Garcia Hernandez,1958-05-30,1,True,6,166,
Nancy Yadira Santiago Marcos,Nancy Yadira,Santiago Marcos,0001-01-01,2,True,4,229,
Merary Villegas Sanchez,Merary,Villegas Sanchez,1987-04-20,2,True,2,270,
Brenda Lissete Lopez Chavez,Brenda Lissete,Lopez Chavez,0001-01-01,2,True,-1,250,
Jesus Rafael Galindo Medina,Jesus Rafael,Galindo Medina,0001-01-01,1,True,4,26,
Felipe David Martinez Robles,Felipe David,Martinez Robles,0001-01-01,1,True,5,204,
Blanca Estela Urias Vingochea,Blanca Estela,Urias Vingochea,0001-01-01,2,True,4,26,
Manuel De Jesus Baldenebro Arredondo,Manuel De Jesus,Baldenebro Arredondo,1962-05-13,1,True,5,26,
Gabriela Martinez Espinoza,Gabriela,Martinez Espinoza,0001-01-01,2,True,4,251,
Fabiola Maricela Saldivar Velez,Fabiola Maricela,Saldivar Velez,0001-01-01,2,True,-1,26,
Tania Nayeli Tiznado Bejarano,Tania Nayeli,Tiznado Bejarano,0001-01-01,2,True,-1,167,
Silvia Manuela Urias Serrano,Silvia Manuela,Urias Serrano,0001-01-01,2,True,-1,204,
Leonel Reyes Leyva,Leonel,Reyes Leyva,0001-01-01,1,True,1,251,
Yadira Rocha Montoya,Yadira,Rocha Montoya,0001-01-01,2,True,-1,26,
Francisco Javier Cha Ruiz,Francisco,Javier Cha Ruiz,0001-01-01,1,True,-1,121,
Elvia Aurora Reyes Ortega,Elvia Aurora,Reyes Ortega,0001-01-01,2,True,-1,167,
Oscar Luis Arguelles Mendez,Oscar Luis,Arguelles Mendez,0001-01-01,1,True,4,271,
Jose Ricardo Ponce De Leon Hernandez,Jose Ricardo,Ponce De Leon Hernandez,0001-01-01,1,True,-1,26,
Gricelda Garcia Romero,Gricelda,Garcia Romero,0001-01-01,2,True,-1,121,
Luz Marina Delgado Tarazon,Luz Marina,Delgado Tarazon,0001-01-01,2,True,-1,167,
Jose Jesus Flores Valadez,Jose Jesus,Flores Valadez,0001-01-01,1,True,-1,204,
Carmen Cecilia Sestito Flores,Carmen Cecilia,Sestito Flores,0001-01-01,2,True,-1,230,
Nora Dilan Hurtado Valenzuela,Nora Dilan,Hurtado Valenzuela,0001-01-01,2,True,-1,251,
Francisco Manuel Martinez Magallanes,Francisco Manuel,Martinez Magallanes,0001-01-01,1,True,-1,271,
Leticia Amparano Gamez,Leticia,Amparano Gamez,1962-07-20,2,True,4,121,
Arturo Fernandez Diaz Gonzalez,Arturo Fernandez,Diaz Gonzalez,0001-01-01,1,True,4,167,
Jesus Saldaña Lopez,Jesus,Saldaña Lopez,0001-01-01,1,True,-1,204,
Omar Alberto Guillen Partida,Omar Alberto,Guillen Partida,0001-01-01,1,True,4,251,
Prospero Manuel Ibarra Otero,Prospero Manuel,Ibarra Otero,1979-02-17,1,True,4,271,
Ana Laura Bernal Camarena,Ana Laura,Bernal Camarena,0001-01-01,2,True,1,121,
Lorenia Iveth Valles Sampedro,Lorenia Iveth,Valles Sampedro,0001-01-01,2,True,6,167,
Alonso Lara Mares,Alonso,Lara Mares,0001-01-01,1,True,-1,251,
Francisco Xavier Carlos Garcia,Francisco Xavier,Carlos Garcia,0001-01-01,1,True,4,204,
Maria Luisa Vega Cuamea,Maria Luisa,Vega Cuamea,0001-01-01,2,True,6,251,
Ramona Ramirez Mac Grew,Ramona Ramirez,Mac Grew,0001-01-01,2,True,6,26,
Maria Elena Moreno Durazo,Maria Elena,Moreno Durazo,0001-01-01,2,True,4,121,
Carlos Alberto Leon Garcia,Carlos Alberto,Leon Garcia,0001-01-01,1,True,6,167,
Daniel Baranzini Hurtado,Daniel,Baranzini Hurtado,0001-01-01,1,True,4,204,
Carmen Haydee Palacios Abechuco,Carmen Haydee,Palacios Abechuco,0001-01-01,2,True,4,230,
Eduardo Flores Moreno,Eduardo,Flores Moreno,0001-01-01,1,True,4,251,
Javier Ruiz Love,Javier,Ruiz Love,0001-01-01,1,True,4,271,
Heriberto Marcelo Aguilar Castillo,Heriberto Marcelo,Aguilar Castillo,1975-02-12,1,True,4,204,
Jose Francisco Garcia Valencia,Jose Francisco,Garcia Valencia,0001-01-01,1,True,4,121,
Maria Del Carmen Aragon Millanes,Maria Del Carmen,Aragon Millanes,0001-01-01,2,True,-1,230,
Erasmo Melesio Rascon Paredes,Erasmo Melesio,Rascon Paredes,0001-01-01,1,True,2,271,
Brenda Araceli Valle Garcia Coronel,Brenda Araceli Valle,Garcia Coronel,0001-01-01,2,True,4,204,
Sergio Alejandro Ibarra Partida,Sergio Alejandro,Ibarra Partida,0001-01-01,1,True,4,251,
Lina Acosta Cid,Lina,Acosta Cid,0001-01-01,2,True,4,26,
Maria Cristina Margarita Gutierrez Mazon,Maria Cristina Margarita,Gutierrez Mazon,0001-01-01,2,True,6,230,
Maria Wendy Briceño Zuloaga,Maria Wendy,Briceño Zuloaga,1976-10-18,2,True,6,230,
Shirley Guadalupe Vazquez Romero,Shirley Guadalupe,Vazquez Romero,0001-01-01,2,True,6,271,
Rosa Aurora Hernandez Velazquez,Rosa Aurora,Hernandez Velazquez,0001-01-01,2,True,1,168,
Marcos Rosendo Medina Filigrana,Marcos Rosendo,Medina Filigrana,1970-10-06,1,True,6,27,
Rosa Amparo Gayosso Reyes,Rosa Amparo,Gayosso Reyes,0001-01-01,2,True,4,231,
Victoria Jimenez Cruz,Victoria,Jimenez Cruz,0001-01-01,2,True,-1,122,
Cindy Alejandra Aguirre Benitez,Cindy Alejandra,Aguirre Benitez,0001-01-01,2,True,-1,27,
Manuela Montiel Mendez,Manuela,Montiel Mendez,0001-01-01,2,True,4,122,
Maria Del Rosario Vazquez Yee,Maria Del Rosario,Vazquez Yee,0001-01-01,2,True,-1,231,
Alipio Ovando Magaña,Alipio,Ovando Magaña,0001-01-01,1,True,3,168,
Odette Carolina Lastra Garcia,Odette Carolina,Lastra Garcia,0001-01-01,2,True,4,27,
Ivan Francisco Sanchez Esponda,Ivan Francisco,Sanchez Esponda,0001-01-01,1,True,4,122,
Miguel Vera Hernandez,Miguel,Vera Hernandez,0001-01-01,1,True,2,205,
Jorge Luis Aguirre Leyva,Jorge Luis,Aguirre Leyva,0001-01-01,1,True,6,231,
Nicolas Haddad Lopez,Nicolas,Haddad Lopez,0001-01-01,1,True,6,252,
Magdalia Ochoa Ochoa,Magdalia,Ochoa Ochoa,0001-01-01,2,True,6,27,
Raquel Lopez Madrigal,Raquel,Lopez Madrigal,0001-01-01,2,True,4,122,
Ernesto Martinez Durant,Ernesto,Martinez Durant,1958-12-03,1,True,4,168,
Andres Caceres Alvarez,Andres,Caceres Alvarez,0001-01-01,1,True,4,205,
Alfredo Cueto Toledo,Alfredo,Cueto Toledo,0001-01-01,1,True,6,231,
Daniel Domingo Morales Brito,Daniel Domingo,Morales Brito,0001-01-01,1,True,4,252,
Leydi Johanna Lopez De La Cruz,Leydi Johanna,Lopez De La Cruz,0001-01-01,2,True,4,27,
Miguel Angel De La Fuente Herrera,Miguel Angel,De La Fuente Herrera,0001-01-01,1,True,4,122,
Hernan Humberto Perez Soto,Hernan Humberto,Perez Soto,0001-01-01,1,True,4,168,
Javier Alejandro Perez Ramirez,Javier Alejandro,Perez Ramirez,0001-01-01,1,True,4,205,
Lesvia Del Carmen Leon De La O,Lesvia Del Carmen,Leon De La O,0001-01-01,2,True,6,231,
Georgina Velazquez Govea,Georgina,Velazquez Govea,0001-01-01,2,True,6,252,
Karla Maria Rabelo Estrada,Karla Maria,Rabelo Estrada,0001-01-01,2,True,6,122,
Lorena Mendez Denis,Lorena,Mendez Denis,1968-11-06,2,True,4,168,
Manuel Rodriguez Gonzalez,Manuel,Rodriguez Gonzalez,1966-10-26,1,True,6,205,
Janicie Contreras Garcia,Janicie,Contreras Garcia,0001-01-01,2,True,7,231,
Mario Rafael Llergo Latournerie,Mario Rafael,Llergo Latournerie,0001-01-01,1,True,4,252,
Aranza Anaid Molina Rueda,Aranza Anaid,Molina Rueda,0001-01-01,2,True,4,27,
Eliu Palma Gutierrez,Eliu,Palma Gutierrez,0001-01-01,1,True,6,122,
Carlos Samuel Lutzow Luna,Carlos Samuel,Lutzow Luna,0001-01-01,1,True,6,168,
Miguel Jeronimo Cerino,Miguel,Jeronimo Cerino,0001-01-01,1,True,4,205,
Claudia Goretti Lezama Llergo,Claudia Goretti,Lezama Llergo,0001-01-01,2,True,2,252,
Asdrubal Feliciano Palma,Asdrubal,Feliciano Palma,0001-01-01,1,True,2,27,
Gloria Triano Bautista,Gloria,Triano Bautista,0001-01-01,2,True,1,168,
Enrique Subiaur Perez,Enrique,Subiaur Perez,0001-01-01,1,True,-1,205,
Alberto Santos Morales,Alberto,Santos Morales,0001-01-01,1,True,4,231,
Maria Elena Gonzalez Galindo,Maria Elena,Gonzalez Galindo,0001-01-01,2,True,4,252,
Keyrin Aylen Peralta Javier,Keyrin Aylen,Peralta Javier,0001-01-01,2,True,4,168,
Alejandra Balderas Flores,Alejandra,Balderas Flores,0001-01-01,2,True,6,205,
Guadalupe Vidal Muñoz,Guadalupe,Vidal Muñoz,0001-01-01,2,True,-1,252,
Elsa Margarita Brown Lara,Elsa Margarita,Brown Lara,0001-01-01,2,True,4,27,
Thania Beatriz Rabelo Martinez,Thania Beatriz,Rabelo Martinez,0001-01-01,2,True,-1,122,
Dolores Del Carmen Gutierrez Zurita,Dolores Del Carmen,Gutierrez Zurita,1963-10-07,2,True,4,205,
Veronica Perez Rojas,Veronica,Perez Rojas,1968-07-19,2,True,4,231,
Juan Jose Rodriguez Prats,Juan Jose,Rodriguez Prats,1946-03-17,1,True,6,252,
Ma Del Carmen Perez Rosas,Ma Del Carmen,Perez Rosas,0001-01-01,2,True,4,169,
Patricia Iveth Gomez Hernandez,Patricia Iveth,Gomez Hernandez,0001-01-01,2,True,4,123,
Rosa Ofelia Valadez Barreda,Rosa Ofelia,Valadez Barreda,0001-01-01,2,True,6,272,
Martha Patricia Castro Hernandez,Martha Patricia,Castro Hernandez,0001-01-01,2,True,-1,232,
Rosa De Lourdes Hernandez Flores,Rosa De Lourdes,Hernandez Flores,0001-01-01,2,True,-1,28,
Jose Salvador Rosas Quintanilla,Jose Salvador,Rosas Quintanilla,1961-01-22,1,True,4,28,
Blanca Leticia Gutierrez Garza,Blanca Leticia,Gutierrez Garza,0001-01-01,2,True,4,123,
Monica Gonzalez Garcia,Monica,Gonzalez Garcia,1969-01-03,2,True,6,206,
Oscar De Jesus Almaraz Smer,Oscar De Jesus,Almaraz Smer,0001-01-01,1,True,4,232,
Vicente Javier Verastegui Ostos,Vicente Javier,Verastegui Ostos,1963-09-03,1,True,5,253,
Joaquin Antonio Hernandez Correa,Joaquin Antonio,Hernandez Correa,1957-04-28,1,True,4,272,
Rosa Maria Gonzalez Azcarraga,Rosa Maria,Gonzalez Azcarraga,0001-01-01,2,True,4,286,
Gerardo Peña Flores,Gerardo,Peña Flores,0001-01-01,1,True,6,299,
Laura Teresa Valdez Covarrubias,Laura Teresa,Valdez Covarrubias,0001-01-01,2,True,4,28,
Dinorah Blanca Guerra Garza,Dinorah Blanca,Guerra Garza,0001-01-01,2,True,5,123,
Marta Alicia Jimenez Salinas,Marta Alicia,Jimenez Salinas,1966-03-22,2,True,4,169,
Yanin Zaleta Garcia Delgado,Yanin Zaleta,Garcia Delgado,1976-07-04,2,True,6,206,
Enrique Cardenas Del Avellano,Enrique Cardenas,Del Avellano,1957-09-04,1,True,4,232,
Sigifredo Peña Lopez,Sigifredo,Peña Lopez,0001-01-01,1,True,4,253,
Joel Barragan Banda,Joel,Barragan Banda,0001-01-01,1,True,4,272,
Georgina Barrios Gonzalez,Georgina,Barrios Gonzalez,0001-01-01,2,True,4,286,
Jonathan Treviño Zorrilla,Jonathan,Treviño Zorrilla,0001-01-01,1,True,4,299,
Edgardo Gasca Perez,Edgardo,Gasca Perez,0001-01-01,1,True,4,28,
Nora Isabel Garcia Bocanegra,Nora Isabel,Garcia Bocanegra,0001-01-01,2,True,6,123,
Jose Luis Hurtado Cruz,Jose Luis,Hurtado Cruz,0001-01-01,1,True,-1,169,
Alma Rosa Luna Elizondo,Alma Rosa,Luna Elizondo,0001-01-01,2,True,4,206,
Baudel Avalos Saldierna,Baudel,Avalos Saldierna,0001-01-01,1,True,2,232,
Ricardo Vazquez Muñoz,Ricardo,Vazquez Muñoz,0001-01-01,1,True,-1,253,
Fernando Alejandro Gutierrez Medina,Fernando Alejandro,Gutierrez Medina,0001-01-01,1,True,4,272,
Magencio Bautista Gomez,Magencio,Bautista Gomez,0001-01-01,1,True,-1,286,
Adarely Garza Villalpando,Adarely,Garza Villalpando,0001-01-01,2,True,4,299,
Felipe De Jesus Pacab Rojas,Felipe De Jesus,Pacab Rojas,0001-01-01,1,True,5,253,
Jesus Emilio De La Rosa Zuñiga,Jesus Emilio,De La Rosa Zuñiga,0001-01-01,1,True,2,253,
Noe Orlando Medina Contreras,Noe Orlando,Medina Contreras,0001-01-01,1,True,4,28,
Dora Maria Cantu Robles,Dora Maria,Cantu Robles,0001-01-01,2,True,4,123,
Claudio Medina Salazar,Claudio,Medina Salazar,0001-01-01,1,True,4,169,
Lilia Berenice Nieto Duran,Lilia Berenice,Nieto Duran,0001-01-01,2,True,4,206,
Ana Cristina Vargas Saldaña,Ana Cristina,Vargas Saldaña,0001-01-01,2,True,2,232,
Leticia Silva Aguilar,Leticia,Silva Aguilar,0001-01-01,2,True,-1,253,
Oscar Lacio Gonzalez,Oscar,Lacio Gonzalez,0001-01-01,1,True,6,272,
Carlos Perez Hernandez,Carlos,Perez Hernandez,0001-01-01,1,True,6,286,
Daniela Ramos Esparza,Daniela,Ramos Esparza,0001-01-01,2,True,4,299,
Hugo Miguel Rojo Ramos,Hugo Miguel,Rojo Ramos,0001-01-01,1,True,4,253,
Julia Daniela Patricia Lujan Lopez,Julia Daniela Patricia,Lujan Lopez,0001-01-01,2,True,4,28,
Oscar Gibran Hernandez Villegas,Oscar Gibran,Hernandez Villegas,0001-01-01,1,True,4,169,
Elsa Margarita Gonzalez Perez,Elsa Margarita,Gonzalez Perez,0001-01-01,2,True,4,206,
Ana Leticia Cortez Ocaña,Ana Leticia,Cortez Ocaña,0001-01-01,2,True,4,232,
Rafael Carbajal Rivera,Rafael,Carbajal Rivera,0001-01-01,1,True,4,253,
Maria Del Rosario Alva Rangel,Maria Del Rosario,Alva Rangel,0001-01-01,2,True,4,272,
Juan Manuel Fernandez Sanchez,Juan Manuel,Fernandez Sanchez,0001-01-01,1,True,5,286,
Carlos Enrique Arreola Benavides,Carlos Enrique,Arreola Benavides,0001-01-01,1,True,4,299,
Angie Raquel Romo Gonzalez,Angie Raquel,Romo Gonzalez,0001-01-01,2,True,6,28,
Eloisa Castro Diego,Eloisa,Castro Diego,0001-01-01,2,True,4,123,
Enrique Alcorta Adame,Enrique,Alcorta Adame,0001-01-01,1,True,4,169,
Felipe Angeles Cardenas Gonzalez,Felipe Angeles,Cardenas Gonzalez,0001-01-01,1,True,4,206,
Enrique Melendez Perez,Enrique,Melendez Perez,1956-05-20,1,True,4,232,
Rocio Berenice Cano Hernandez,Rocio Berenice,Cano Hernandez,0001-01-01,2,True,2,253,
Alfonso Mendez Cisneros,Alfonso,Mendez Cisneros,0001-01-01,1,True,4,286,
Delta Josefina Garcia De La Torre,Delta Josefina,Garcia De La Torre,0001-01-01,2,True,6,299,
Beatriz Amabeli Vazquez Zamora,Beatriz Amabeli,Vazquez Zamora,0001-01-01,2,True,4,28,
Isby Arisbeth Lopez Sanchez,Isby Arisbeth,Lopez Sanchez,0001-01-01,2,True,4,123,
Anwar Alejandro Vivian Peralta,Anwar Alejandro,Vivian Peralta,0001-01-01,1,True,2,169,
Jorge Joel De La Rosa Ramirez,Jorge Joel,De La Rosa Ramirez,0001-01-01,1,True,-1,253,
Juliana Castillo Guzman,Juliana,Castillo Guzman,0001-01-01,2,True,4,272,
Maximilian Conrad Labarca Briz,Maximilian Conrad,Labarca Briz,0001-01-01,1,True,2,286,
Fidel Rodriguez Mireles,Fidel,Rodriguez Mireles,0001-01-01,1,True,-1,299,
Olga Juliana Elizondo Guerra,Olga Juliana,Elizondo Guerra,1965-05-21,2,True,4,123,
Tomas Gloria Requena,Tomas,Gloria Requena,1971-03-07,1,True,6,169,
Adriana Lozano Rodriguez,Adriana,Lozano Rodriguez,1969-06-26,2,True,4,206,
Luis Gerardo Illoldi Reyes,Luis Gerardo,Illoldi Reyes,0001-01-01,1,True,6,232,
Erasmo Gonzalez Robledo,Erasmo,Gonzalez Robledo,1972-06-28,1,True,4,272,
Eduardo Hernandez Chavarria,Eduardo,Hernandez Chavarria,0001-01-01,1,True,7,286,
Claudia Alejandra Hernandez Saenz,Claudia Alejandra,Hernandez Saenz,0001-01-01,2,True,4,299,
Ana Laura Huerta Valdovinos,Ana Laura,Huerta Valdovinos,0001-01-01,2,True,5,28,
Maria Del Rocio Martinez Servin,Maria Del Rocio,Martinez Servin,0001-01-01,2,True,-1,29,
Andres Mendez Tepech,Andres,Mendez Tepech,0001-01-01,1,True,4,124,
Alejandro Flores Lopez,Alejandro,Flores Lopez,0001-01-01,1,True,-1,170,
Julio Cesar Hernandez Mejia,Julio Cesar,Hernandez Mejia,0001-01-01,1,True,6,29,
Lazaro Salvador Mendez Acametitla,Lazaro Salvador,Mendez Acametitla,0001-01-01,1,True,-1,124,
Anabelle Gutierrez Sanchez,Anabelle,Gutierrez Sanchez,0001-01-01,2,True,4,170,
Delfino Suarez Piedras,Delfino,Suarez Piedras,0001-01-01,1,True,4,29,
Jose Alejandro Aguilar Lopez,Jose Alejandro,Aguilar Lopez,1963-04-24,1,True,6,29,
Irma Yordana Garay Loredo,Irma Yordana,Garay Loredo,0001-01-01,2,True,4,124,
Martha Del Carmen Ortiz Mota,Martha Del Carmen,Ortiz Mota,0001-01-01,2,True,4,131,
Sarahit Esparza Andrade,Sarahit,Esparza Andrade,0001-01-01,2,True,-1,300,
Alba Maria Ruz Sastre,Alba Maria,Ruz Sastre,0001-01-01,2,True,-1,131,
Aida Canuto Antonio,Aida,Canuto Antonio,0001-01-01,2,True,4,30,
Marla Cordero Alvarez,Marla,Cordero Alvarez,0001-01-01,2,True,2,207,
Cristina Silvano Torres,Cristina,Silvano Torres,0001-01-01,2,True,-1,273,
Jorge Alberto Martinez Ortega,Jorge Alberto,Martinez Ortega,0001-01-01,1,True,2,67,
Jose Raymundo Gutierrez Ortiz,Jose Raymundo,Gutierrez Ortiz,0001-01-01,1,True,-1,73,
Maria Eugenia Tirado Maciel,Maria Eugenia,Tirado Maciel,0001-01-01,2,True,4,79,
Pablo Meza Rodriguez,Pablo,Meza Rodriguez,0001-01-01,1,True,4,131,
Soledad Ramirez Martinez,Soledad,Ramirez Martinez,0001-01-01,2,True,4,125,
Lorena Rodriguez Diaz,Lorena,Rodriguez Diaz,0001-01-01,2,True,6,207,
Oscar Arcos Roldan,Oscar,Arcos Roldan,0001-01-01,1,True,4,300,
Jose Luis Reyes Farias,Jose Luis,Reyes Farias,0001-01-01,1,True,4,87,
Corina Gonzalez Garcia,Corina,Gonzalez Garcia,0001-01-01,2,True,6,91,
Saul Mendoza Cordoba,Saul,Mendoza Cordoba,0001-01-01,1,True,4,125,
Eric Lara Meza,Eric,Lara Meza,0001-01-01,1,True,-1,273,
Miguel Hexahelt Reyes Landa,Miguel Hexahelt,Reyes Landa,0001-01-01,1,True,2,42,
Victor Manuel Cortes Rergis,Victor Manuel,Cortes Rergis,0001-01-01,1,True,4,60,
Laura Elizabeth Torres Martinez,Laura Elizabeth,Torres Martinez,0001-01-01,2,True,-1,30,
Irineo De La Cruz Hernandez,Irineo,De La Cruz Hernandez,0001-01-01,1,True,3,125,
Marco Antonio Jimenez Gomez,Marco Antonio,Jimenez Gomez,0001-01-01,1,True,4,233,
Maria Estela Salas Marin,Maria Estela,Salas Marin,1969-05-25,2,True,2,42,
Rosa Edith Cervantes Rodriguez,Rosa Edith,Cervantes Rodriguez,0001-01-01,2,True,4,60,
Claudia Ivette Beauregard Menes,Claudia Ivette,Beauregard Menes,0001-01-01,2,True,-1,67,
German Chiunti Pitalua,German,Chiunti Pitalua,0001-01-01,1,True,-1,87,
Yessica Orozco Gomez,Yessica,Orozco Gomez,0001-01-01,2,True,-1,131,
Janeth Garcia Cruz,Janeth,Garcia Cruz,1985-08-12,2,True,4,83,
Ana Cecilia Zamora Falcon,Ana Cecilia,Zamora Falcon,0001-01-01,2,True,-1,91,
Luz Hernandez Acosta,Luz,Hernandez Acosta,0001-01-01,2,True,4,125,
Victoria  Chavez Cabrea,Victoria,Chavez Cabrera,0001-01-01,2,True,6,300,
Maria Fernanda De Luna Ferral,Maria Fernanda,De Luna Ferral,0001-01-01,2,True,4,254,
Norma Herrera Leyva,Norma,Herrera Leyva,0001-01-01,2,True,4,273,
Ines Martinez Tecalt,Ines,Martinez Tecalt,0001-01-01,2,True,4,300,
Idheanna Leticia Gomez Ortiz,Idheanna Leticia,Gomez Ortiz,1972-02-07,2,True,4,42,
Isaac Ferez Esparza,Isaac,Ferez Esparza,0001-01-01,1,True,4,51,
Maximina Garcia Perez,Maximina,Garcia Perez,0001-01-01,2,True,4,254,
Enrique Capetillo Gonzalez,Enrique,Capetillo Gonzalez,0001-01-01,1,True,4,273,
Carlos Salvador Abreu Dominguez,Carlos Salvador,Abreu Dominguez,0001-01-01,1,True,4,42,
Pedro Martinez Escudero,Pedro,Martinez Escudero,0001-01-01,1,True,4,51,
Carilu Rivera Solis,Carilu,Rivera Solis,0001-01-01,2,True,4,125,
Carlos Vicente Reyes Juarez,Carlos Vicente,Reyes Juarez,0001-01-01,1,True,4,171,
Nora Angelica Zertuche Hernandez,Nora Angelica,Zertuche Hernandez,0001-01-01,2,True,4,233,
Sagrario Manuela Hernandez Hernandez,Sagrario Manuela,Hernandez Hernandez,0001-01-01,2,True,4,254,
Miguel Angel Castillo Lopez,Miguel Angel,Castillo Lopez,0001-01-01,1,True,5,287,
Gustavo Raymundo Melgarejo Pineda,Gustavo Raymundo,Melgarejo Pineda,0001-01-01,1,True,4,300,
Dulce Maria Mendez De La Luz Dauzon,Dulce Maria Mendez,De La Luz Dauzon,1985-10-06,2,True,4,42,
Christopher Alan Santos Castillo,Christopher Alan,Santos Castillo,0001-01-01,1,True,4,51,
Maria De Jesus Lavalle Rendon,Maria De Jesus,Lavalle Rendon,0001-01-01,2,True,4,60,
Armando Aiza Debernardi,Armando,Aiza Debernardi,0001-01-01,1,True,4,83,
Angel Federico Alvarez Medina,Angel Federico,Alvarez Medina,0001-01-01,1,True,4,87,
Odilia Escobar Marquez,Odilia,Escobar Marquez,0001-01-01,2,True,2,91,
Roberto Paredes Sampieri,Roberto,Paredes Sampieri,0001-01-01,1,True,4,95,
Jaime Humberto Perez Bernabe,Jaime Humberto,Perez Bernabe,1973-04-15,1,True,4,254,
Monica Herrera Villavicencio,Monica,Herrera Villavicencio,0001-01-01,2,True,4,273,
Carmen Mora Garcia,Carmen,Mora Garcia,1952-07-14,2,True,1,300,
Rafael Hernandez Villalpando,Rafael,Hernandez Villalpando,1947-11-08,1,True,6,42,
Flora Tania,Flora Tania,Cruz Santos,1978-01-27,2,True,6,51,
Esteban Bautista Hernandez,Esteban,Bautista Hernandez,0001-01-01,1,True,4,131,
Zita Himilce Nuberg Canales,Zita Himilce,Nuberg Canales,0001-01-01,2,True,4,30,
Oscar Juan Alejandro Narave Flores,Oscar Juan Alejandro,Narave Flores,0001-01-01,1,True,6,171,
Rene Noel Francisco Vazquez,Rene Noel,Francisco Vazquez,0001-01-01,1,True,6,233,
Gloriella Jimenez Hernandez,Gloriella,Jimenez Hernandez,0001-01-01,2,True,6,254,
Aholibama Gonzalez Justo,Aholibama,Gonzalez Justo,0001-01-01,2,True,1,273,
Patricia Aburto Cordoba,Patricia,Aburto Cordoba,0001-01-01,2,True,6,287,
Faustino Suarez Rodriguez,Faustino,Suarez Rodriguez,1962-12-04,1,True,4,42,
Jorge Enrique Puig Villamayor,Jorge Enrique,Puig Villamayor,1963-06-17,1,True,4,51,
Pablo Caballero Perez,Pablo,Caballero Perez,1981-10-28,1,True,6,60,
Ruperto David Castro Carrera,Ruperto David,Castro Carrera,0001-01-01,1,True,2,67,
Alvaro Cuevas Perez,Alvaro,Cuevas Perez,0001-01-01,1,True,4,73,
Reyna Areli Esquivel Reyes,Reyna Areli,Esquivel Reyes,0001-01-01,2,True,4,79,
Sue Arisbelth Villegas Ramirez,Sue Arisbelth,Villegas Ramirez,0001-01-01,2,True,4,83,
Jose Ramon Velasco Aguirre,Jose Ramon,Velasco Aguirre,0001-01-01,1,True,3,95,
Cesar Ulloa Lucio,Cesar,Ulloa Lucio,0001-01-01,1,True,6,131,
Cecilia Meraz Melo,Cecilia,Meraz Melo,0001-01-01,2,True,4,30,
Monica Flores Reyes,Monica,Flores Reyes,0001-01-01,2,True,4,171,
Tereza Cruz Flores,Tereza,Cruz Flores,0001-01-01,2,True,4,207,
Marco Aurelio Alarcon Trueba,Marco Aurelio,Alarcon Trueba,0001-01-01,1,True,4,233,
Blanca Ninfa Cruz Najera,Blanca Ninfa,Cruz Najera,0001-01-01,2,True,-1,254,
Diana Retureta Bonilla,Diana,Retureta Bonilla,0001-01-01,2,True,4,287,
Cristian Horacio Teczon Viccon,Cristian Horacio,Teczon Viccon,1969-12-22,1,True,4,300,
Carlos Morales Gonzalez,Carlos,Morales Gonzalez,0001-01-01,1,True,4,51,
Ines Mirela Guerrero Polo,Ines Mirela,Guerrero Polo,0001-01-01,2,True,-1,67,
Pascual Gutierrez Hernandez,Pascual,Gutierrez Hernandez,0001-01-01,1,True,4,79,
Lucia Dolores Ventura Castillo,Lucia Dolores,Ventura Castillo,0001-01-01,2,True,6,83,
Jesus David Hernandez Guerrero,Jesus David,Hernandez Guerrero,1991-12-29,2,True,4,87,
Juana Hernendez Acatzihua,Juana,Hernendez Acatzihua,0001-01-01,2,True,-1,91,
Emilio Nicolas Hernandez Sosa,Emilio Nicolas,Hernandez Sosa,0001-01-01,1,True,4,95,
Irma Lizette Del Angel Tellez,Irma Lizette,Del Angel Tellez,0001-01-01,2,True,6,131,
Braulio Javier Garcia Nieva,Braulio Javier,Garcia Nieva,0001-01-01,1,True,4,171,
Graciela Del Rocio Perez De Leon Quiroz,Graciela Del Rocio,Perez De Leon Quiroz,0001-01-01,2,True,4,207,
Ruth Perez Vazquez,Ruth,Perez Vazquez,0001-01-01,2,True,4,254,
