full_name,first_name,last_name,date_birth,gender,dead_or_alive,last_degree_of_studies,contest_id
Rosa Lidia Santamaria Jimenez,Rosa Lidia,Santamaria Jimenez,0001-01-01,2,True,2,13,
Eduardo Caballero Almazan,Eduardo,Caballero Almazan,0001-01-01,1,True,4,108,
Maria Norma Grande Vargas,Maria Norma,Grande Vargas,0001-01-01,2,True,6,242,
Julio Cesar Aguirre Sagahon,Julio Cesar,Aguirre Sagahon,0001-01-01,1,True,4,262,
Reynel Rodriguez Muñoz,Reynel,Rodriguez Muñoz,0001-01-01,1,True,4,13,
Ricardo Angel Barrientos Rios,Ricardo Angel,Barrientos Rios,0001-01-01,1,True,2,154,
Sheila Soto Manzano,Sheila,Soto Manzano,0001-01-01,2,True,4,192,
Israel Romero Sierra,Israel,Romero Sierra,0001-01-01,1,True,6,219,
Fabiola Rafael Dircio,Fabiola,Rafael Dircio,0001-01-01,2,True,4,242,
Beatriz Velez Nuñez,Beatriz,Velez Nuñez,1969-08-07,2,True,6,262,
Greta Esteofenes Ventura Lemus,Greta Esteofenes,Ventura Lemus,0001-01-01,2,True,4,280,
Jaime Luis Colon Garcia,Jaime Luis,Colon Garcia,0001-01-01,1,True,6,293,
Victor Adolfo Mojica Wences,Victor Adolfo,Mojica Wences,1958-03-24,1,True,5,13,
Luis Edgardo Palacios Diaz,Luis Edgardo,Palacios Diaz,0001-01-01,1,True,4,154,
Marco Antonio Miranda Salgado,Marco Antonio,Miranda Salgado,0001-01-01,1,True,4,242,
Carlos Sanchez Barrios,Carlos,Sanchez Barrios,1957-08-17,1,True,6,262,
Eunice Monzon Garcia,Eunice,Monzon Garcia,0001-01-01,2,True,4,280,
Priscilla Pacheco Romero,Priscilla,Pachecho Romero,0001-01-01,2,True,6,108,
Maria Elda Miranda Hernandez,Maria Elda,Miranda Hernandez,0001-01-01,1,True,4,192,
Jose Antonio Mora Rendon,Jose Antonio,Mora Rendon,1978-07-13,1,True,4,262,
Luz Elena Santos Bello,Luz Elena,Santos Bello,0001-01-01,2,True,4,242,
Olga Rebeca Robledo Figueroa,Olga Rebeca,Robledo Figueroa,0001-01-01,2,True,-1,262,
Ana Lilia Pinacho Quiterio,Ana Lilia,Pinacho Quiterio,0001-01-01,2,True,4,293,
Laura Ceron Blanco,Laura,Ceron Blanco,0001-01-01,2,True,3,263,
Luz Maria De La Paz Hernandez Garcia,Luz Maria De La Paz,Hernandez Garcia,0001-01-01,2,True,4,155,
Maria De Jesus Garcia Velazquez,Maria De Jesus,Garcia Velazquez,0001-01-01,2,True,-1,155,
Miguel Angel Olvera Rubio,Miguel Angel,Olvera Rubio,0001-01-01,1,True,-1,243,
Andrey Nitgard Cruz Hernandez,Andrey Nitgard,Cruz Hernandez,0001-01-01,1,True,6,155,
Gloria Omaña Espinosa,Gloria,Omaña Espinosa,0001-01-01,2,True,2,263,
Maximino De Jesus Rivera Castillo,Maximino De Jesus,Rivera Castillo,0001-01-01,1,True,4,14,
Itzel Martinez Olguin,Itzel,Martinez Olguin,0001-01-01,2,True,4,109,
Victor Hugo Cienfuegos Jimenez,Victor Hugo,Cienfuegos Jimenez,0001-01-01,1,True,4,155,
Erika Del Carmen Tello Arenas,Erika Del Carmen,Tello Arenas,0001-01-01,2,True,4,193,
Blas Alonso Barbosa Lopez,Blas Alonso,Barbosa Lopez,0001-01-01,1,True,4,220,
Olga Montufar Contreras,Olga,Montufar Contreras,0001-01-01,2,True,3,243,
Vianet Hernandez Nolasco,Vianet,Hernandez Nolasco,0001-01-01,2,True,2,263,
Sandra Simey Olvera Bautista,Sandra Simey,Olvera Bautista,1983-08-20,2,True,6,155,
Navor Alberto Rojas Mancera,Navor Alberto,Rojas Mancera,0001-01-01,1,True,4,263,
Omar Zeron Castañon,Omar,Zeron Castañon,0001-01-01,1,True,4,14,
Gerardo Alvarez Gomez,Gerardo,Alvarez Gomez,1994-12-12,1,True,2,109,
Jorge Adrian Ordaz Monroy,Jorge Adrian,Ordaz Monroy,2000-03-04,1,True,2,155,
Violeta Guarneros Cervantes,Violeta,Guarneros Cervantes,1982-09-23,2,True,4,193,
Maria De La Luz Becerra Olvera,Maria De La Luz,Becerra Olvera,1965-05-30,2,True,4,220,
Alberto Margarito Osorio Aldape,Alberto Margarito,Osorio Aldape,0001-01-01,1,True,2,243,
Alma Delia Hernandez Mata,Alma Delia,Hernandez Mata,0001-01-01,2,True,2,263,
Marisol Zuñiga Flores,Marisol,Zuñiga Flores,1983-03-08,2,True,-1,14,
Silviana Guerrero Trejo,Silviana,Guerrero Trejo,0001-01-01,2,True,7,109,
Maria Mireya Martinez Arista,Maria Mireya,Martinez Arista,0001-01-01,2,True,-1,193,
Guillermo Trejo Ruiz,Guillermo,Trejo Ruiz,0001-01-01,1,True,2,220,
Roman Adalberto Juarez Lopez,Roman Adalberto,Juarez Lopez,0001-01-01,1,True,1,263,
Dulce Maria Quijano Crespo,Dulce Maria,Quijano Crespo,0001-01-01,2,True,2,14,
Hortencia Martinez Olivares,Hortencia,Martinez Olivares,0001-01-01,2,True,4,109,
Aaron Jimenez Hernandez,Aaron,Jimenez Hernandez,0001-01-01,1,True,6,193,
Jose Alberto Martinez Guzman,Jose Alberto,Martinez Guzman,0001-01-01,1,True,4,220,
Ariadna Penelope Apodaca Sinsel,Ariadna Penelope,Apodaca Sinsel,0001-01-01,2,True,4,243,
Liliana Villavicencio Ruiz,Liliana,Villavicencio Ruiz,0001-01-01,2,True,2,263,
Sayonara Vargas Rodriguez,Sayonara,Vargas Rodriguez,0001-01-01,2,True,7,14,
Giovani Gonzalez Severo,Giovani,Gonzalez Severo,0001-01-01,2,True,4,109,
Hector Chavez Ruiz,Hector,Chavez Ruiz,0001-01-01,1,True,4,155,
Benita Manilla Martinez,Benita,Manilla Martinez,0001-01-01,2,True,4,193,
Irene Soto Valverde,Irene,Soto Valverde,0001-01-01,2,True,4,220,
Benjamin Pilar Rico Moreno,Benjamin Pilar,Rico Moreno,0001-01-01,1,True,4,243,
Hector Meneses Arrieta,Hector,Meneses Arrieta,0001-01-01,1,True,4,263,
Fortunato Rivera Castillo,Fortunato,Rivera Castillo,1955-11-17,1,True,5,14,
Ciria Yamile Salomon Duran,Ciria Yamile,Salomon Duran,0001-01-01,2,True,1,109,
Maria Isabel Alfaro Morales,Maria Isabel,Alfaro Morales,1966-02-24,2,True,2,193,
Cuauhtemoc Ochoa Fernandez,Cuauhtemoc,Ochoa Fernandez,1970-12-01,1,True,6,220,
Lidia Garcia Anaya,Lidia,Garcia Anaya,1957-10-31,2,True,6,243,
Nadia Carolina Ruiz Martinez,Nadia Carolina,Ruiz Martinez,0001-01-01,2,True,4,263,
Yaritza Lopez Medina,Yaritza,Lopez Medina,0001-01-01,2,True,2,110,
Escarleth Mariel Arechiga Gutierrez,Escarleth Mariel,Arechiga Gutierrez,0001-01-01,2,True,4,156,
Sergio Perez Gonzalez,Sergio,Perez Gonzalez,0001-01-01,1,True,6,110,
Eduardo Gonzalez Rubio Guerrero,Eduardo Gonzalez,Rubio Guerrero,0001-01-01,1,True,5,156,
Ma Edith Mujica Chavez,Ma Edith,Mujica Chavez,0001-01-01,2,True,6,47,
Edgar Israel Orozco Montes,Edgar Israel,Orozco Montes,0001-01-01,1,True,-1,130,
Marcela Orozco Gomez,Marcela,Orozco Gomez,0001-01-01,2,True,4,15,
Evelia Hernandez Parada,Evelia,Hernandez Parada,0001-01-01,2,True,1,110,
Maria Dolores Jimenez Ornelas,Maria Dolores,Jimenez Ornelas,0001-01-01,2,True,6,156,
Sofia Cardenas Pineda,Sofia,Cardenas Pineda,0001-01-01,2,True,4,194,
John Bryant Rosales Gomez,John Bryant,Rosales Gomez,0001-01-01,1,True,-1,221,
Araceli Guadalupe Partida Vazquez,Araceli Guadalupe,Partida Vazquez,0001-01-01,2,True,4,244,
Leticia Isabel Ulloa Diaz,Leticia Isabel,Ulloa Diaz,0001-01-01,2,True,2,294,
Jose Cuauhtemoc Montes Leaño,Jose Cuauhtemoc,Montes Leaño,0001-01-01,1,True,4,37,
Norma Erendira Yañez Chavez,Norma Erendira,Yañez Chavez,0001-01-01,2,True,-1,56,
Martin Gonzalez Oropeza,Martin,Gonzalez Oropeza,0001-01-01,1,True,-1,86,
Roman Arellano Gonzalez,Roman,Arellano Gonzalez,0001-01-01,1,True,-1,94,
Julio Cesar Gonzalez Padilla,Julio Cesar,Gonzalez Padilla,0001-01-01,1,True,2,130,
Epifania Socorro Vazquez Figueroa,Epifania Socorro,Vazquez Figueroa,0001-01-01,2,True,-1,110,
Pablo Alfonso Cortes Hernandez,Pablo Alfonso,Cortes Hernandez,0001-01-01,1,True,4,194,
Araceli Sanchez Medina,Araceli,Sanchez Medina,0001-01-01,2,True,-1,221,
Luis Alberto Ramos Rivera,Luis Alberto,Ramos Rivera,0001-01-01,1,True,-1,244,
Martin Alvarez Cervantes,Martin,Alvarez Cervantes,0001-01-01,1,True,-1,77,
Martha Esther Hernandez Escamilla,Martha Esther,Hernandez Escamilla,0001-01-01,2,True,4,86,
Clarissa Rosalba Benitez Garcia,Clarissa Rosalba,Benitez Garcia,0001-01-01,2,True,4,90,
Cuitlauac Fernando Santillan Ocampo,Cuitlauac Fernando,Santillan Ocampo,0001-01-01,1,True,-1,94,
Maria De Los Angeles Bonavia Castro,Maria De Los Angeles,Bonavia Castro,0001-01-01,2,True,-1,130,
Celia Gonzalez Piz,Celia,Gonzalez Piz,0001-01-01,2,True,-1,15,
Leticia Santoscoy Otero,Leticia,Santoscoy Otero,0001-01-01,2,True,-1,194,
Dora Alicia Avila Arroyo,Dora Alicia,Avila Arroyo,0001-01-01,2,True,-1,244,
Icela Arellano Guzman,Icela,Arellano Guzman,0001-01-01,2,True,-1,264,
Maria De Los Angeles Torres Ruiz,Maria De Los Angeles,Torres Ruiz,0001-01-01,2,True,-1,281,
Julio Nelson Garcia Sanchez,Julio Nelson,Garcia Sanchez,0001-01-01,1,True,-1,37,
Ana Celina Vazquez Rodriguez,Ana Celina,Vazquez Rodriguez,0001-01-01,2,True,-1,47,
Graciela Michelle Lozano Lopez,Graciela Michelle,Lozano Lopez,0001-01-01,2,True,-1,56,
Tessa Sofia Ambriz Murguia,Tessa Sofia,Ambriz Murguia,0001-01-01,2,True,-1,65,
Ignacio Orozco Villagomez,Ignacio,Orozco Villagomez,0001-01-01,1,True,-1,77,
Norma Becerra Moreno,Norma,Becerra Moreno,0001-01-01,2,True,-1,82,
Ema Sandoval Lopez,Ema,Sandoval Lopez,0001-01-01,2,True,-1,86,
Oscar Sedano De La Rosa,Oscar,Sedano De La Rosa,0001-01-01,1,True,-1,90,
Martha Gabriela Acosta Zubieta,Martha Gabriela,Acosta Zubieta,0001-01-01,2,True,-1,94,
Jose De Jesus Vega Gonzalez,Jose De Jesus,Vega Gonzalez,0001-01-01,1,True,-1,130,
Edgar Leopoldo Cortes Montes De Oca,Edgar Leopoldo,Cortes Montes De Oca,0001-01-01,2,True,4,194,
Carlos Gerard Guzman,Carlos,Gerard Guzman,0001-01-01,1,True,-1,221,
Erika Natalia Juarez Miranda,Erika Natalia,Juarez Miranda,0001-01-01,2,True,-1,294,
Francisco Javier Ramirez Acuña,Francisco Javier,Ramirez Acuña,1952-04-22,1,True,4,37,
Ana Laura Chavez Velarde,Ana Laura,Chavez Velarde,0001-01-01,2,True,4,56,
Carlos Bernardo Guzman Cervantes,Carlos Bernardo,Guzman Cervantes,1978-08-12,1,True,4,65,
Leobardo Alcala Padilla,Leobardo,Alcala Padilla,1960-08-28,1,True,7,71,
Ana Laura Sanchez Velazquez,Ana Laura,Sanchez Velazquez,0001-01-01,2,True,4,77,
Veronica Beatriz Juarez Piña,Veronica Beatriz,Juarez Piña,1971-09-28,2,True,4,82,
Hector Padilla Gutierrez,Hector,Padilla Gutierrez,1949-08-20,1,True,5,86,
Jose Guadalupe Fletes Araiza,Jose Guadalupe,Fletes Araiza,0001-01-01,1,True,6,90,
Maria Del Refugio Camarena Jauregui,Maria Del Refugio,Camarena Jauregui,0001-01-01,2,True,4,130,
Montserrat Tostado Malacon,Montserrat,Tostado Malacon,0001-01-01,2,True,-1,244,
Alberto Villa Villegas,Alberto,Villa Villegas,1972-10-25,1,True,4,264,
Luz Adriana Candelario Figueroa,Luz Adriana,Candelario Figueroa,0001-01-01,2,True,-1,94,
Jose Luis Sanchez Gonzalez,Jose Luis,Sanchez Gonzalez,0001-01-01,1,True,4,130,
Luis Roberto Gonzalez Gutierrez,Luis Roberto,Gonzalez Gutierrez,0001-01-01,1,True,-1,221,
Juan Gerardo Ruiz Delgaddo,Juan Gerardo,Ruiz Delgaddo,0001-01-01,1,True,2,15,
Edgar Alfredo Gonzalez Chavez,Edgar Alfredo,Gonzalez Chavez,0001-01-01,1,True,4,110,
Hector Hugo Bravo Hernandez,Hector Hugo,Bravo Hernandez,0001-01-01,1,True,6,156,
Taygete Irisay Rodriguez Gonzalez,Taygete Irisay,Rodriguez Gonzalez,0001-01-01,2,True,6,194,
Jaime Alvarez Zayas,Jaime,Alvarez Zayas,0001-01-01,1,True,5,221,
Manuel Jesus Herrera Vega,Manuel Jesus,Herrera Vega,1971-12-01,1,True,6,244,
Angel Enrique Guzman Loza,Angel Enrique,Guzman Loza,0001-01-01,1,True,6,264,
Jose Mauro Garza Marin,Jose Mauro,Garza Marin,0001-01-01,1,True,6,281,
Carmen Julia Prudencio Gonzalez,Carmen Julia,Prudencio Gonzalez,1977-06-30,2,True,4,294,
Christopher Arturo Rodriguez Hernandez,Christopher Arturo,Rodriguez Hernandez,0001-01-01,1,True,6,294,
Horacio Fernandez Castillo,Horacio,Fernandez Castillo,0001-01-01,1,True,4,37,
Maria Asencion Alvarez Solis,Maria Asencion,Alvarez Solis,0001-01-01,2,True,4,56,
Sergio Barrera Sepulveda,Sergio,Barrera Sepulveda,0001-01-01,1,True,2,65,
Maria Leticia Chavez Perez,Maria Leticia,Chavez Perez,0001-01-01,2,True,6,71,
Paulo Gabriel Hernandez Hernandez,Paulo Gabriel,Hernandez Hernandez,0001-01-01,1,True,6,77,
Joaquin Antonio Portilla Wolff,Joaquin Antonio,Portilla Wolff,0001-01-01,1,True,4,82,
Juan Martin Espinoza Cardenas,Juan Martin,Espinoza Cardenas,0001-01-01,1,True,4,86,
Maricela Paez Gutierrez,Maricela,Paez Gutierrez,0001-01-01,2,True,7,90,
J Jesus Guerrero Zuñiga,J Jesus,Guerrero Zuñiga,0001-01-01,1,True,2,94,
Olivia Guillen Padilla,Olivia,Guillen Padilla,1959-11-08,2,True,6,110,
Rodrigo Mercado Ibarra,Rodrigo,Mercado Ibarra,0001-01-01,1,True,4,156,
Carlos Alberto Ibarra Hernandez,Carlos Alberto,Ibarra Hernandez,0001-01-01,1,True,4,264,
Zonia Judith Merino Garcia De Alba,Zonia Judith,Merino Garcia De Alba,0001-01-01,2,True,7,281,
Adolfo Bautista Herrera,Adolfo,Bautista Herrera,1979-05-15,1,True,2,47,
Maria Cristina Piloña Rivera,Maria Cristina,Piloña Rivera,0001-01-01,2,True,6,65,
Nelisaira Quiroz Lamas,Nelisaira,Quiroz Lamas,0001-01-01,2,True,6,71,
Alejandro Navarro Lomeli,Alejandro,Navarro Lomeli,0001-01-01,1,True,4,77,
Dario Fernando Garcia Galindo,Dario Fernando,Garcia Galindo,0001-01-01,1,True,4,82,
Homero Espinoza Diaz,Homero,Espinoza Diaz,0001-01-01,1,True,4,90,
Jose Luis Rodriguez Garcia,Jose Luis,Rodriguez Garcia,0001-01-01,1,True,4,156,
Brenda Flores Sanchez,Brenda,Flores Sanchez,0001-01-01,2,True,5,264,
Victor Manuel Ramirez Dominguez,Victor Manuel,Ramirez Dominguez,0001-01-01,1,True,4,281,
Maria Del Carmen Caudel Herrera,Maria Del Carmen,Caudel Herrera,0001-01-01,2,True,4,294,
Guadalupe Jasaai Nochebuena Becerra,Guadalupe Jasaai,Nochebuena Becerra,0001-01-01,1,True,4,37,
Dolores Patricia Alvarado Corona,Dolores Patricia,Alvarado Corona,0001-01-01,2,True,4,47,
Julia Adriana Lopez Hernandez,Julia Adriana,Lopez Hernandez,0001-01-01,2,True,6,56,
Adan Jaime Alcantar Gonzalez,Adan Jaime,Alcantar Gonzalez,0001-01-01,1,True,4,65,
Miguel Angel Horta Tovar,Miguel Angel,Horta Tovar,0001-01-01,1,True,2,71,
Teresa De Jesus Owens Paredes,Teresa De Jesus,Owens Paredes,0001-01-01,2,True,4,82,
Marcela Adriana Martinez Valdivia,Marcela Adriana,Martinez Valdivia,0001-01-01,2,True,-1,110,
Jose Luis Valle Magaña,Jose Luis,Valle Magaña,1959-09-29,1,True,2,156,
Alfredo Sanchez Rodarte,Alfredo,Sanchez Rodarte,0001-01-01,1,True,-1,221,
Adela Vazquez Larios,Adela,Vazquez Larios,0001-01-01,2,True,-1,294,
Ana Maria Amador Barragan,Ana Maria,Amador Barragan,0001-01-01,2,True,-1,71,
Gustavo Macias Zambrano,Gustavo,Macias Zambrano,1969-08-16,1,True,6,15,
Martha Estela Romo Cuellar,Martha Estela,Romo Cuellar,0001-01-01,2,True,4,110,
Desiderio Tinajero Robles,Desiderio,Tinajero Robles,0001-01-01,1,True,5,156,
Adriana Buenrostro Vazquez,Adriana,Buenrostro Vazquez,0001-01-01,2,True,6,244,
Laura Berenice Figueroa Benitez,Laura Berenice,Figueroa Benitez,0001-01-01,2,True,4,264,
Claudia Imelda Saldaña Ascencio,Claudia Imelda,Saldaña Ascencio,0001-01-01,2,True,4,281,
Jorge Arana Arana,Jorge,Arana Arana,0001-01-01,1,True,4,47,
Andres Salvador Ramos Cano,Andres Salvador,Ramos Cano,0001-01-01,1,True,-1,94,
Maria Isabel Delgado Cornejo,Maria Isabel,Delgado Cornejo,0001-01-01,2,True,2,15,
Raul Alvarez Villaseñor,Raul,Alvarez Villaseñor,0001-01-01,1,True,6,194,
Bruno Blancas Mercado,Bruno,Blancas Mercado,0001-01-01,1,True,2,221,
Maria Yesenia Galvan Beltran,Maria Yesenia,Galvan Beltran,0001-01-01,2,True,6,281,
Maria Del Rocio Corona Nakamura,Maria Del Rocio,Corona Nakamura,1964-02-03,2,True,6,294,
Aminadab Montejano Carmona,Aminadab,Montejano Carmona,0001-01-01,1,True,4,37,
Claudia Delgadillo Gonzalez,Claudia,Delgadillo Gonzalez,1972-07-24,2,True,4,47,
Veronica Ramos Cruz,Veronica,Ramos Cruz,1985-05-01,2,True,2,56,
Katia Alejandra Castillo Lozano,Katia Alejandra,Castillo Lozano,1982-10-20,2,True,2,65,
Enrique Aubry De Castro Palomino,Enrique,Aubry De Castro Palomino,1982-06-19,1,True,4,71,
Juan Barajas Godinez,Juan,Barajas Godinez,0001-01-01,1,True,4,77,
Laura Imelda Perez Segura,Laura Imelda,Perez Segura,1980-05-30,2,True,4,82,
Antonio De Jesus Ramirez Ramos,Antonio De Jesus,Ramirez Ramos,0001-01-01,1,True,6,86,
Ismael Hernandez Acosta,Ismael,Hernandez Acosta,0001-01-01,1,True,2,90,
Martin Alberto Garcia Marquez,Martin Alberto,Garcia Marquez,0001-01-01,1,True,6,35,
Alvaro Daniel Malvaez Castro,Alvaro Daniel,Malvaez Castro,0001-01-01,1,True,-1,45,
Mauricio Piña Valdes,Mauricio,Piña Valdes,0001-01-01,1,True,1,174,
Jair Octavio Martinez Flores,Jair Octavio,Martinez Flores,0001-01-01,1,True,2,181,
Janett Alvarez Milla,Janett,Alvarez Milla,0001-01-01,2,True,-1,133,
Bertha Herrera Rojas,Bertha,Herrera Rojas,0001-01-01,2,True,-1,135,
Nallely Tellez Sanchez,Nallely,Tellez Sanchez,0001-01-01,2,True,4,174,
Norma Calzada Sanchez,Norma,Calzada Sanchez,0001-01-01,2,True,2,181,
Marco Antonio Juarez Colorado,Marco Antonio,Juarez Colorado,0001-01-01,1,True,4,63,
Nora Margarita Santillan Martinez,Nora Margarita,Santillan Martinez,0001-01-01,2,True,1,93,
Mauricio Silva Adaya,Mauricio,Silva Adaya,0001-01-01,1,True,2,133,
Roberto Alejandro Ambriz Lozada,Roberto Alejandro,Ambriz Lozada,0001-01-01,1,True,4,133,
Lilia Miranda Vazquez,Lilia,Miranda Vazquez,0001-01-01,2,True,2,11,
Esleydi Morales Rico,Esleydi,Morales Rico,0001-01-01,2,True,2,217,
Gabriela Lujan Gaspar,Gabriela,Lujan Gaspar,0001-01-01,2,True,6,45,
Norma Lilia Venegas Perez,Norma Lilia,Venegas Perez,0001-01-01,2,True,1,81,
Marco Antonio Hernandez Rivera,Marco Antonio,Hernandez Rivera,0001-01-01,1,True,4,85,
Constancio Cruz Rodriguez,Constancio,Cruz Rodriguez,0001-01-01,1,True,4,190,
Anel Martinez Perez,Anel,Martinez Perez,0001-01-01,2,True,4,217,
Diana Itzel Rodriguez Espinoza,Diana Itzel,Rodriguez Espinoza,0001-01-01,2,True,2,278,
Geovanny Jonathan Barajas Galvan,Geovanny Jonathan,Barajas Galvan,0001-01-01,1,True,-1,54,
Erika Goycoolea Muñoz,Erika,Goycoolea Muñoz,0001-01-01,2,True,4,135,
Rosa Iselva Lara Morales,Rosa Iselva,Lara Morales,0001-01-01,2,True,-1,63,
Crista Amanda Spohn Gotzel,Crista Amanda,Spohn Gotzel,0001-01-01,2,True,2,81,
Cesar Augusto Hernandez Nava,Cesar Augusto,Hernandez Nava,0001-01-01,1,True,4,140,
Irma De La Luz Balderrama Camacho,Irma De La Luz,Balderrama Camacho,0001-01-01,2,True,6,85,
Jose Antonio Garcia Garcia,Jose Antonio,Garcia Garcia,0001-01-01,1,True,-1,89,
Victor Carranza Galindo,Victor,Carranza Galindo,0001-01-01,1,True,6,133,
Ivan Arturo Rodriguez Rivera,Ivan Arturo,Rodriguez Rivera,1974-05-02,1,True,-1,135,
Karla Margarita Paniagua Huerta,Karla Margarita,Paniagua Huerta,0001-01-01,2,True,-1,174,
Jose Martin Rosales Velazquez,Jose Martin,Rosales Velazquez,0001-01-01,1,True,7,175,
Sandra Cecilia Barbero Salas,Sandra Cecilia,Barbero Salas,0001-01-01,2,True,2,137,
Sonia Elvira Resendiz Becerril,Sonia Elvira,Resendiz Becerril,0001-01-01,2,True,2,177,
Guadalupe Merino Trujillo,Guadalupe,Merino Trujillo,0001-01-01,2,True,4,140,
Daniel Parra Angeles,Daniel,Parra Angeles,1974-12-12,1,True,6,143,
Ivonne Bustamante Aldana,Ivonne,Bustamante Aldana,0001-01-01,2,True,-1,182,
Elvia Hernandez Garcia,Elvia,Hernandez Garcia,0001-01-01,2,True,-1,190,
Claudia Carrasco Carreto,Claudia,Carrasco Carreto,0001-01-01,2,True,4,182,
Alejandro Fernandez Campillo,Alejandro,Fernandez Campillo,0001-01-01,1,True,6,217,
Axel Nava Hernandez,Axel,Nava Hernandez,0001-01-01,1,True,4,278,
Virginia Nallely Gutierrez Ramirez,Virginia Nallely,Gutierrez Ramirez,1983-01-12,2,True,4,35,
Jorge Hernandez Hernandez,Jorge,Hernandez Hernandez,1965-08-18,1,True,4,45,
Yessica Sarai Gonzalez Figueroa,Yessica Sarai,Gonzalez Figueroa,0001-01-01,2,True,4,54,
Veronica Herrera Olguin,Veronica,Herrera Olguin,0001-01-01,2,True,4,63,
Dolores Lopez Monroy,Dolores,Lopez Monroy,1975-03-22,2,True,4,81,
Josue Cirino Valdes Huezo,Josue Cirino,Valdes Huezo,0001-01-01,1,True,4,85,
Froylan Santana Gil,Froylan,Santana Gil,0001-01-01,1,True,-1,89,
Kevya Navi Galvan Camacho,Kevya Navi,Galvan Camacho,0001-01-01,2,True,4,133,
Maribel Martinez Altamirano,Maribel,Martinez Altamirano,0001-01-01,2,True,-1,135,
Diana Perez Barragan,Diana,Perez Barragan,0001-01-01,2,True,4,137,
Telesforo Garcia Carreon,Telesforo,Garcia Carreon,0001-01-01,1,True,6,140,
Berenice Elizabeth Brindis Anaya,Berenice Elizabeth,Brindis Anaya,1960-10-18,2,True,4,143,
Ruth Gabriela Goldschmied Guasch,Ruth Gabriela,Goldschmied Guasch,1963-09-11,2,True,7,135,
Rosalba Pineda Ramirez,Rosalba,Pineda Ramirez,0001-01-01,2,True,-1,174,
Carlos Lopez Guadarrama,Carlos,Lopez Guadarrama,0001-01-01,1,True,4,140,
Abner Agustin Rojo Rojas,Abner Agustin,Rojo Rojas,0001-01-01,1,True,4,181,
Martha Robles Ortiz,Martha,Robles Ortiz,1962-04-25,2,True,2,144,
Oscar Maldonado Osorio,Oscar,Maldonado Osorio,0001-01-01,1,True,4,182,
Lizeth Mercado Carbajal,Lizeth,Mercado Carbajal,0001-01-01,2,True,2,190,
Juan Carlos Varela Dominguez,Juan Carlos,Varela Dominguez,0001-01-01,1,True,4,180,
Juan Miguel Nieves Osorio,Juan Miguel,Nieves Osorio,0001-01-01,1,True,6,217,
Maria Del Carmen Cid Miranda,Maria Del Carmen,Cid Miranda,0001-01-01,2,True,4,278,
Ricardo Mendoza Martinez,Ricardo,Mendoza Martinez,0001-01-01,1,True,4,35,
Jose Manuel Amaya Diaz,Jose Manuel,Amaya Diaz,0001-01-01,1,True,2,11,
Rosalba Almazan Martinez,Rosalba,Almazan Martinez,0001-01-01,2,True,4,106,
Eliseo Mendoza Mohedano,Eliseo,Mendoza Mohedano,0001-01-01,1,True,-1,45,
Reyna Ramirez Lora,Reyna,Ramirez Lora,0001-01-01,2,True,2,190,
Judith Andrea Lopez Castro,Judith Andrea,Lopez Castro,0001-01-01,2,True,-1,54,
Elizabeth Ochoa Cruz,Elizabeth,Ochoa Cruz,0001-01-01,2,True,6,240,
Brenda Berenice Osorio Mendoza,Brenda Berenice,Osorio Mendoza,0001-01-01,2,True,-1,63,
Edna Valeria Sosa Juarez,Edna Valeria,Sosa Juarez,0001-01-01,2,True,-1,81,
Nohemi Guadalupe Avila Lopez,Nohemi Guadalupe,Avila Lopez,0001-01-01,2,True,2,291,
Ruben Guerrero De Leon,Ruben Guerrero,De Leon,0001-01-01,1,True,4,85,
Alejandro Galvan Palomar,Alejandro,Galvan Palomar,0001-01-01,1,True,-1,89,
Jose Jorge Flores Tejeda,Jose Jorge,Flores Tejeda,0001-01-01,1,True,4,54,
Magnolia Jaimez Sanchez,Magnolia,Jaimez Sanchez,0001-01-01,2,True,4,63,
Rafael Martinez Martinez,Rafael,Martinez Martinez,0001-01-01,1,True,6,69,
Rafael Alberto Gonzalez Garcia,Rafael Alberto,Gonzalez Garcia,0001-01-01,1,True,7,75,
Jose Victor Zendejas Ortiz,Jose Victor,Zendejas Ortiz,0001-01-01,1,True,4,81,
Juan Antonio Baltierra Morales,Juan Antonio,Baltierra Morales,0001-01-01,1,True,2,85,
Guadalupe Trinidad Reyes,Guadalupe,Trinidad Reyes,0001-01-01,2,True,2,137,
Adalberto Garcia Dorantes,Adalberto,Garcia Dorantes,0001-01-01,1,True,-1,140,
Mayte Perez Bravo,Mayte,Perez Bravo,0001-01-01,2,True,2,129,
Nereo Ortega Verde,Nereo,Ortega Verde,1972-02-28,1,True,4,143,
Carlos Daniel Torres Alvarez,Carlos Daniel,Torres Alvarez,0001-01-01,1,True,-1,182,
Maria Guadalupe Trejo Perez,Maria Guadalupe,Trejo Perez,0001-01-01,2,True,4,137,
Erika Vianey Lopez Moreno,Erika Vianey,Lopez Moreno,0001-01-01,2,True,2,260,
Jesus Gustavo Emilio Rangel,Jesus Gustavo,Emilio Rangel,0001-01-01,2,True,2,140,
Mauricio Barcenas Cedillo,Mauricio,Barcenas Cedillo,0001-01-01,1,True,2,278,
Sandra Veronica Acevedo Vera,Sandra Veronica,Acevedo Vera,0001-01-01,2,True,7,142,
Susuky Amanda Ortega Montiel,Susuky Amanda,Ortega Montiel,0001-01-01,2,True,4,143,
Eric Ramirez Ortiz,Eric,Ramirez Ortiz,0001-01-01,1,True,6,291,
